hostname,software
mastodon.neat.computer,mastodon
mastodon.nesven.eu,mastodon
pleroma.sparkburst.net,pleroma
jmm.kr,mastodon
gumzo.africa,mastodon
ingwine.social,mastodon
mk.invasionx.cc,sharkey
mastodon.creation.md,mastodon
officiell-info.se,mastodon
holygrena.de,mastodon
ohess.org,gotosocial
zepi.social,mastodon
niice.social,mastodon
canalizandoomelhor.wordpress.com,wordpress
occm.cc,mastodon
mstdn.buzz,mastodon
mastodon.levis.name,mastodon
cleary.au,mastodon
sieweke.social,mastodon
social.zacstraub.com,mastodon
peertube.em.id.lv,peertube
mastodon.nnn1590.org,mastodon
ukuru.net,pleroma
mastodon.pertinent-ops.com,mastodon
tube.gayfr.online,peertube
sakae-m.hostdon.ne.jp,mastodon
alliec.at,mastodon
social.riverscape.info,riverscape
mastodon.iut-larochelle.fr,mastodon
social.nautik.io,mastodon
mastodon.titi.me.uk,mastodon
social.vivaldi.net,mastodon
beta1764.voyager.blue,mastodon
social.dirigibly.ltd,pleroma
social.syum.ai,wildebeest
social.fetziverse.de,pleroma
fioredon.ysizuku.com,mastodon
social.cloudfrancois.fr,firefish
pixel.tiny-host.nl,pixelfed
catgirl.download,gotosocial
hyem.tech,mastodon
misskytokyo.xyz,misskey
pl.kotobank.ch,pleroma
m.wedgi.us,mastodon
asylum.nz,mastodon
mastodon.otherworldsink.com,mastodon
toot.apheleia.haus,mastodon
live.faejr.gay,owncast
social.theformer.faith,mastodon
insta.sakuragawa.moe,pixelfed
nurein.mikroblog.at,firefish
akiba.social,mastodon
stories.macniel.online,writefreely
liverpool.collabfc.com,pleroma
milker.cafe,pleroma
dis.piconet.co.uk,misskey
mastodon.esmevane.com,mastodon
books.regenpfeifer.net,bookwyrm
snac.jamesoff.net,snac
distance.blue,iceshrimp
live.hermitcollective.net,owncast
pix.mexibang.com,pixelfed
eat.fruits.social,pleroma
social.theunwashed.org,gotosocial
don.naritapoyo.net,mastodon
mstdn.rosaceae.net,mastodon
rigor-mortis.nmrc.org,mastodon
social.diod.es,mastodon
quixotic.info,mastodon
m.pandasemi.co,mastodon
misskey.menhera.org,misskey
subdued.social,mastodon
blog.valah.net,writefreely
belfry.rip,lemmy
pfft.lol,mastodon
feed.mccormick.cx,mastodon
librarysocialism.social,mastodon
puppo.space,mastodon
devmi1.oyasumi.dev,misskey
null.ptr.fm,mastodon
social.melteampotes.fr,friendica
social.fringe.com,mastodon
klezmor.im,mastodon
merci-la-police.fr,peertube
audio.qoto.org,funkwhale
hibiscus.pink,mastodon
zitidar.barsoom.cc,mastodon
toots.cactys.xyz,mastodon
playpen.social,mastodon
social.daveblank.com,ktistec
yelling.it,mastodon
soylent.green,mastodon
stream2.reimu.info,owncast
peertube.nz,peertube
pidibi.com,mastodon
social.niceview.club,misskey
lm.inu.is,lemmy
videos.ontvkorea.com,peertube
mastodon.fonsos.com,mastodon
blog.soft.fish,writefreely
comm.cx,mastodon
mastodon.rdan.net,mastodon
pixelfed.flawbee.net,pixelfed
jakelacaze.com,writefreely
video.medienzentrum-harburg.de,peertube
misskey.iorar.net,misskey
sunspot.garden,mastodon
mastodon.inferiorlattice.com,mastodon
001.testing.cawfee.club,pleroma
dctr.uk,mastodon
reimalab.art,mastodon
p.testitfor.me,pleroma
lawfedi.blue,mastodon
lemmy.demonoftheday.eu,lemmy
duwa.ng,pleroma
lemy.leuker.me,lemmy
animalliberation.social,mastodon
mastodon.ajhughes.dev,mastodon
gts.goat.rocks,gotosocial
pctips77.wordpress.com,wordpress
social.dos-dingos.com,pleroma
mstdn.ke1go360.net,mastodon
howes.nz,mastodon
gotosocial-dev.ovo.st,gotosocial
social.mqtr.es,mastodon
wf.dbdo.website,writefreely
persadon.com,mastodon
mastodon.virton13.ovh,mastodon
social.zlendy.com,sharkey
firefish.4m-mazi.dev,firefish
beirette.hera.wissbart.net,pixelfed
hereiszyn.com,pleroma
afn.game-host.mydns.jp,mastodon
nescia.nl,wordpress
hub.skoddie.de,hubzilla
social.phoenixearth.net,
mastodon.decentralised.social,mastodon
uncensored.photos,pixelfed
peertube.familleboisteau.fr,peertube
corporatetravel.social,mastodon
livecast.vervillos.com,owncast
live.infinijoule.com,owncast
mtdn.zenmai.org,mastodon
community.publicinfrastructure.org,mastodon
socialturtle.eu,mastodon
mastodon.hackerfoo.com,mastodon
roaiy.wordpress.com,wordpress
gts.aperturescience.net,gotosocial
relay-ab.activitypub.ca,activityrelay
peertube.meditationsteps.org,peertube
supdev.f5n.org,ktistec
mast.delayofgame.com,mastodon
schoolahead.social,mastodon
social.agroecologymap.org,mastodon
videos.2mg.club,peertube
mastodon.infinitelibraries.com,mastodon
gyudon.org,mastodon
social.duclaria.com,mastodon
mastodon.irohanano.nl,mastodon
mastodon.pappenklatsch.de,mastodon
borderland.tokyo,mastodon
mstdn.science,mastodon
tv.adn.life,peertube
proyectozero.org,pleroma
stream.hylas.au,owncast
mastodon.nyoxfox.com,mastodon
sarcasm.stream,mastodon
social.pupsplus.fans,mastodon
m5y.usuyuki.net,misskey
social.wheeli.ca,gotosocial
m.zuiho.moe,misskey
fastcompany.social,mastodon
polesie.pol.social,kbin
starshipsd.com,gotosocial
xn--8r9a.com,mastodon
social.1000grad.com,mastodon
owncast.racheklos.com,owncast
mastodon.kuenet.ch,mastodon
fedi.lecturify.net,pleroma
t.kaikoga.net,mastodon
hofra.rocks,mastodon
mastodon.jhcooke.com,mastodon
bilder.kwk21.de,pixelfed
tester.social,mastodon
video.resolutions.it,peertube
bilibili.org,misskey
nostalghia.xyz,pleroma
silvernight.social,akkoma
longlandclan.id.au,mastodon
dance.with.tewi.and.reisen,funkwhale
iterate.social,mastodon
nnia.space,mastodon
videos.wirtube.de,peertube
stigma.whippy.kr,mastodon
wheat.cafe,sharkey
pr0mised.life,mastodon
allnightlong.minnix.dev,funkwhale
fedi.freevariable.com,mastodon
meshtube.net,peertube
dwebcamptestingsite03.sutty.nl,sutty-distributed-press
otisburg.social,irwin
reactions-test.mara.guru,mastodon
social.hostpath.de,mastodon
social.omar.website,gotosocial
astrofall.whippy.kr,mastodon
raptube.antipub.org,peertube
fedi.fenix.lgbt,sharkey
lumen.pink,hubzilla
social.opticality.com,mastodon
catgirl.farm,akkoma
social.simonwgill.com,mastodon
grimoire.eu.org,writefreely
wanderingwires.net,iceshrimp
social.nortel.cloud,gotosocial
relay.minecloud.ro,aoderelay
mastodon.gadgetoid.com,mastodon
gazuji.com,mastodon
freesoto.tv,peertube
stream.dpm.social,owncast
floof.org,friendica
negro-milanesa.sutty.nl,sutty-distributed-press
mastodon.bwnet.it,mastodon
social.illegalpornography.com,mastodon
social.techie.org,mastodon
write.dazzlinggleam.space,writefreely
hub.solarnight.net,misskey
nya.otter.sh,mastodon
getoote.de,mastodon
pixel.michel.uber.space,pixelfed
thericydon.fedicity.net,mastodon
broken.graphics,mastodon
misskey.oseiso.net,misskey
vulpini.zone,mastodon
not-ok.computer,mastodon
misskey.takanotume24.com,misskey
social.spline.de,pleroma
staging.girldick.gay,mastodon
peertube.gruntwerk.org,peertube
mstdn.social.setsuzokustudio.com,mastodon
mastodon.scapior.dev,mastodon
theatrez.day,mastodon
cosmedn.net,mastodon
video.nesven.eu,peertube
sorcie.re,pleroma
exquisite.social,mastodon
social.megorei.net,mastodon
sysek.hopto.org,writefreely
mastodon.oday.net,mastodon
dailyrucks.fietkau.software,dailyrucks
place-of-refuge.com,mastodon
social.fast-break.de,mastodon
fietser.social,mastodon
toot.rhizome.red,mastodon
pooper.fantranslation.org,mastodon
stream.nabulator.com,owncast
terz.at,mastodon
lambdaschmiede.social,mastodon
mastodon.vda-group.de,mastodon
mastodon.hardcover.app,mastodon
peertube.devol.it,peertube
mlem.eldritch.gift,lemmy
social.gulas.ch,gotosocial
meetup.furryfederation.com,Mobilizon
dev.equel.social,mastodon
peertube.rainbowswingers.net,peertube
mastodon.transportevolved.com,mastodon
strangeanarchy.xyz,akkoma
sysadmin.run,mastodon
music.mikelynch.org,funkwhale
social.lviv.dcomm.net.ua,mastodon
mastodon.rzgierskopp.de,mastodon
post.rodeo,mastodon
normalunicorn.com,mastodon
social.engiqueer.net,mastodon
polygon.noblogs.org,wordpress
mastodon.futaba.social,mastodon
charmofthebucket.wordpress.com,wordpress
git.mastodont.cat,forgejo
mastodon.hamburg,mastodon
gts.rutile.red,gotosocial
social.rozman.info,calckey
mastodon.dasfinkatos.de,mastodon
mstdn.ikaruga.me,mastodon
peertube.satoshishop.de,peertube
ehr.scot,mastodon
pixelfed.home.monsiteinternet.org,pixelfed
staging.simplesocialnetwork.org,SimpleSocialNetwork
tacocat.space,hometown
masto.alancfrancis.com,mastodon
palau.pro,mastodon
uldegrova.com,mastodon
hintz.social,mastodon
notsocial.chronostase.net,pleroma
viidalepp.me,mastodon
s.voxint.net,mastodon
m.yerp.io,mastodon
ap.sanwon.kr,gotosocial
greennuclear.online,mastodon
social.coolbug.org,snac
redgate.social,mastodon
social.factorial.io,mastodon
social.gibberfish.org,diaspora
trail-kompass.de,wordpress
faithlemmy.online,lemmy
tritiumgg.tv,peertube
metsubo-jinrai.net,mastodon
pixelfur.maw.best,pixelfed
funk.gravitywell.xyz,funkwhale
rosti.social,mastodon
photos.brokenbydesign.org,pixelfed
mastodon.xyaren.de,mastodon
kirishima.cloud,mastodon
freeflow.dananglin.me.uk,gotosocial
mastodon.elevenways.be,mastodon
peertube.r2.enst.fr,peertube
misskey.yoxoy.server-on.net,misskey
thevipvipers.space,mastodon
social.liip.ch,mastodon
wobbly.ninja,mastodon
the.unforgiven.pl,mastodon
gush.taks.garden,gush
sgtk.net,mastodon
earthclub.one,mastodon
mi.cbrx.io,misskey
comingto.org,misskey
spaceballs.masto.host,mastodon
ublog.longlandclan.id.au,mastodon
ap.diegoveralli.net,pleroma
morijio.space,misskey
whet.whetmoser.com,mastodon
mastodon.gizm0.dev,mastodon
don.nakochi.me,mastodon
videos.lemnoslife.com,peertube
ventonolitoral.pontofixo.net.br,writefreely
microblog.at,mastodon
p.xnu.kr,pleroma
iguanapalace.com,mastodon
lux-nightclub.com,mastodon
pleroma.tojan.icu,pleroma
mastodon.mailgourmet.de,mastodon
metcha.me,mastodon
ohtrmi.cbrx.io,misskey
events.dev-wiki.de,Mobilizon
toulouse.social,mastodon
f.mae.wtf,sharkey
mitente.club,mastodon
www.schaumburg.xyz,wordpress
p.floyd.dk,pixelfed
pourparlers.social,mastodon
scm-ms.xsns.jp,mastodon
tusky.gravyflex.ca,mastodon
pixelfed.hyperfreedom.org,pixelfed
mastodon.monoceros.co.za,mastodon
hub3.eldao.io,hubzilla
19130104.xyz,mastodon
noc.social,mastodon
mastodom.social,mastodon
blog.bolha.one,writefreely
social.benlopatin.com,mastodon
xianlandia.com,mastodon
social.kodraus.com,mastodon
misskey.linfiel.com,misskey
social.brianmorrison.com,mastodon
pics.rys.io,pixelfed
linguistic.earth,bookwyrm
social.polotek.net,mastodon
social.luizpicolo.com.br,pleroma
mastodon.opencollective.com,mastodon
i18n.viii.fi,SingleFileActivityPubServerinPHP
zomglol.wtf,mastodon
skyhook.monster,mastodon
mastodon.justinweiss.com,mastodon
mstdn.eternalflame24.com,mastodon
terraforminglatam.net,writefreely
mastodon.andrewbversfeld.co.za,mastodon
mastodon.moeyy.cn,mastodon
mastodon.aioo.ooo,mastodon
rawkode.social,mastodon
mstdn.cryptic-command.net,mastodon
acra.network,mastodon
lemmy.unfiltered.social,lemmy
watch.brvy.space,owncast
peertube.ch,peertube
mastodon.lo0.uk,mastodon
loforo.com,mastodon
lemmy.ftp.rip,lemmy
lemmy.co.nz,lemmy
mobilizemuc.org,Mobilizon
mastodon.novak.to,mastodon
lemmy.michaelsasser.org,lemmy
pod.social,mastodon
devco.social,mastodon
write.blue0a6m5c.yokohama,writefreely
mastodon.effektio.org,mastodon
social.simonjon.es,mastodon
rheinmain.social,Mobilizon
pleroma.antebeot.world,pleroma
video.linuxtrent.it,peertube
cheekibreeki.express,mastodon
colinschlueter.com,takahe
yukisou.xyz,gotosocial
social.uncoverage.co,mastodon
videos.koumoul.com,peertube
social.maschinendeck.org,mastodon
tube.yapbreak.fr,peertube
waldorf.fyi,mastodon
pleroma.itinerariummentis.org,akkoma
netsphere.one,mastodon
mastodon.perso.org,mastodon
lemmy.norbipeti.eu,lemmy
kei.fashion,mastodon
neuzerling.com,mastodon
social.mikala.one,misskey
wisehex.social,mastodon
hub.azkware.net,friendica
unreadabledrives.net,misskey
weyr.social,mastodon
blog.jesseyoungblood.com,writefreely
video.foofus.com,peertube
mastodon.soregashi.me,mastodon
dewarped.social,mastodon
msk.ilnk.info,misskey
social.lino.cooking,mastodon
vid.ohboii.de,peertube
social.jackscott.id.au,mastodon
forensicpsychiatry.social,mastodon
mastodon.pocketgrok.com,mastodon
mastodon.alexnackenoff.com,mastodon
fetistodon.com,mastodon
dre.casa,mastodon
mastodon.freyahaus.casa,mastodon
daisippai.f5.si,mastodon
lilypadding.me,akkoma
taco.cc,mastodon
write.stelpolva.moe,writefreely
soc.redeagle.me,firefish
mastodon.exitmusic.world,mastodon
akko.ssi.fyi,akkoma
mivox.net,mastodon
mastodon.phukuile.com,mastodon
stream.gamedev.lgbt,owncast
l.deltaa.xyz,lemmy
mastodon.adida.net,mastodon
bindabei.librescrum.org,Mobilizon
tube.funil.de,peertube
git.flifloo.fr,forgejo
mastodon.yupgup.com,mastodon
meetup.darmstadt.social,Mobilizon
cinema.onjase.quebec,owncast
bookwyrm.nx-pod.de,bookwyrm
my.noisome.space,mastodon
kira.zone,misskey
nymclub.net,hubzilla
glauca.space,mastodon
fedi.linus.dev,mastodon
slightly.uncomfortable.business,firefish
relay-mb.activitypub.ca,activityrelay
social.ragol.org,akkoma
rustodon.sparkway.org,writefreely
hi.moe.tips,mastodon
lemmy.today,lemmy
fedi.reimu.info,akkoma
fredrikohlin.com,mastodon
face-house.fedicity.net,mastodon
mastodon.scot,mastodon
calamity.masto.host,mastodon
signalnine.net,mastodon
social.dbkr.me,gotosocial
blockriot.com,mastodon
wakoka.com,mastodon
sweetme.at,mastodon
mastodon.sysadninjas.net,mastodon
mastodon.cjl.io,mastodon
autism.social,mastodon
sled.social,mastodon
tube.lokad.com,peertube
video.r3s.nrw,peertube
novo-atlantis.null.media,akkoma
takahe.freak.university,takahe
doll.social,mastodon
social.rfiori.com,gotosocial
hax0rbana.social,mastodon
m.nekohub.uk,misskey
humanismoateismo.wordpress.com,wordpress
mastodon.griefed.de,mastodon
peertube.minetestserver.ru,peertube
mastodon.student-factory.de,mastodon
misskey.eulendore.xyz,misskey
fediverse.nicknisi.com,mastodon
blog.igelko.space,microblogpub
social.rangaya.com,mastodon
mstdn.team-rescue.com,mastodon
nicoban.one,friendica
social.rishav.io,mastodon
social.hackistliebe.de,gotosocial
tlef.social,mastodon
wkfa.org,mastodon
boumi.me,mastodon
goth.social,pleroma
wud.me,mastodon
oshiro.hirunohi.com,firefish
vigilante.tv,peertube
pixel.rhadamanthe.ch,pixelfed
social.mojo.fyi,pleroma
meerjungfrauengrotte.de,mastodon
don.kumarin.co,mastodon
dragons.social,mastodon
mastodon.menzns.de,mastodon
nostream.mastodon.uno,owncast
threatactor.club,gotosocial
syrteplay.obspm.fr,peertube
library.love,mastodon
fuglies.club,mastodon
gensokyo.town,mastodon
si.okin-jp.net,kmyblue
funkwhale.sagaaboutyou.net,funkwhale
misskey-naosuki.net,misskey
bookshelf.hutchie.scot,bookwyrm
lyricalpalette.social,mastodon
mastodon.fo,mastodon
taverne-zum-wanderer.de,mastodon
tldr.ar,lemmy
raptol.net,mastodon
poliversity.it,mastodon
f.spc.dedyn.io,friendica
stefen.ca,mastodon
megatherium.org,mastodon
sharkey.tamaki-shimai.moe,sharkey
2ko.moe,tksm
stream.shrug.pro,owncast
agenda.arree.bzh,gancio
intotheriff.com,mastodon
gts.churanova.eu,gotosocial
absurd.social,mastodon
social.lichfieldlive.co.uk,mastodon
social.a3size.com,pleroma
lemmy.johnnei.org,lemmy
fluffbu.de,mastodon
castelia.cafe,iceshrimp
misskey.shunrin.com,misskey
tomarra.social,mastodon
mastodon.abstractbits.net,mastodon
fedi.beyleyisnot.moe,mastodon
lemmy.pussthecat.org,lemmy
soultuna.nry.pw,funkwhale
nkantar.social,mastodon
social.jellejansen.eu,mastodon
mstdn.syoshida.org,mastodon
mastodon.heppycat.com,mastodon
social.asafniv.me,mastodon
extension.social,mastodon
iosdev.space,mastodon
mstdn.qiyana.jp,mastodon
social.ember.li,pleroma
vim.town,mastodon
mastodon.gramschladen.de,mastodon
social.codi.moe,pleroma
social.houseofloy.net,pleroma
nekocave.xyz,friendica
glitch.kiarc.win,mastodon
mastodon.f2p.me,mastodon
pl.kasma.cyou,pleroma
flowers.unit520.wtf,gotosocial
andrews.me,mastodon
strangeplace.me,mastodon
mastodon.thin.computer,mastodon
cyberglot.lol,mastodon
chat.zlatiah-no.one,firefish
social.micair.de,takahe
misskey.uk,misskey
greenpeace.social,mastodon
mastodon.tocaj.ch,mastodon
social.matej-lach.me,mastodon
akkoma.yae.gay,akkoma
talk.halvbrax.se,pleroma
moderndaywizards.org,peertube
funkwhale.desmu.fr,funkwhale
lucaire.ovh,mastodon
respublicae.eu,mastodon
ppplot.top,misskey
mastodon.wg0.xyz,mastodon
jetstream.watch,peertube
mastodon.lubar.me,mastodon
m.hpkns.uk,mastodon
cn.tc,firefish
komuna.minadoraserver.art,hometown
joinmirage.online,friendica
video.bards.online,peertube
hub.volse.no,hubzilla
p42.social,pleroma
pleroma.ledoian.cz,pleroma
mstdn.yakitamago.info,mastodon
scm.byme.at,forgejo
gts.pentagirls.gay,gotosocial
beatles.social,mastodon
bulletintree.com,lemmy
m.powerweb.io,mastodon
video.lrose.de,peertube
howells.social,mastodon
ak.sabross.xyz,akkoma
tails.ch,mastodon
hidden.pics,pixelfed
mathewson.social,mastodon
namelesscitizen.space,mastodon
ostfrieslnd.social,mastodon
mastodon.ladn.org,mastodon
social.raatiniemi.me,mastodon
social.jaypee.solutions,mastodon
social.butterknifeestates.com,mastodon
minamina3710.com,mastodon
dbzer0.com,wordpress
firefish.tenkuu.social,firefish
masto.hoffman.studio,mastodon
video.lw1.at,peertube
ozstream.net.au,mastodon
masto.monero.space,mastodon
akasaka.org,mastodon
crfcyyc.ca,wordpress
peertube.netzbegruenung.de,peertube
zik.fait.ch,funkwhale
soc.rnrd.eu,akkoma
childrenforstatus.eu,writefreely
cthulhu.love,mastodon
on1000mark-auto-tune.xsns.jp,mastodon
m.gravitystorm.co.uk,mastodon
toot.you.havebroken.it,mastodon
mastodon.falktx.com,mastodon
suckersforstatus.social,mastodon
relay.fediservices.nz,aoderelay
red.fox.yt,mastodon
books.dysfunctional.technology,bookwyrm
sosialist.party,mastodon
mastodonczech.cz,mastodon
goodass.dog,mastodon
social.nibis.de,mastodon
social.flyinggecko.org,gotosocial
amungus.duckdns.org,mastodon
mastodon.airstrip1.uk,mastodon
mst.csoundc.info,mastodon
social.polonkai.eu,mastodon
cheddarcrackers.club,mastodon
watch.thequery.club,owncast
smithereen.bsrealm.net,smithereen
kw.sevenc7c.com,Kiiteitte
arrrgh.online,mastodon
beaulieu.social,mastodon
sarahdruryartistpoet.co.uk,wordpress
visalian.com,mastodon
peertube.eticadigital.eu,peertube
helix.cafe,akkoma
neko.cat,mastodon
foody.social,mastodon
lejaua6.club,mastodon
indymedia.pt,wordpress
instituteofcorrection.org.uk,watney
stars.eroaward.com,mastodon
sardegna.social,mastodon
tube.lacaveatonton.ovh,peertube
mastodon.cubsex.lol,mastodon
akkoma.xn--pikabl-0xa.se,akkoma
samschmitt.social,mastodon
misskey.lehhair.net,misskey
d-shoot.net,gotosocial
ikebukuro.city,mastodon
safejust.space,mastodon
glass.casa,lemmy
dogs.photos,pixelfed
tsundere.co,tsundere
social.uibk.ac.at,mastodon
